kind	name	fillColor	label	w	h	category
resource	instances	#ED7100	Instances	48	48	Compute
resource	instances_2	#E7157B	Instances	78	78	ManagementGovernance
resource	intelligent_tiering	#7AA116	Intelligent Tiering	75	78	Storage
resource	internet	#232F3D	Internet	78	48	GeneralResources
resource	internet_alt1	#232F3D	Internet	78	48	GeneralResources
resource	internet_alt2	#232F3D	Internet	78	78	GeneralResources
resource	internet_alt22	#232F3D	Internet	78	78	GeneralResources
resource	internet_gateway	#8C4FFF	Internet Gateway	78	78	NetworkContentDelivery
resource	inventory	#E7157B	Inventory	78	78	ManagementGovernance
resource	iot_analytics_channel	#7AA116	Channel	65	78	InternetOfThings
resource	iot_analytics_data_store	#7AA116	Data Store	54	78	InternetOfThings
resource	iot_analytics_pipeline	#7AA116	Pipeline	78	42	InternetOfThings
resource	iot_core_device_advisor	#7AA116	IoT Core Device Advisor	77	78	InternetOfThings
resource	iot_core_device_location	#7AA116	IoT Core Device Location	78	78	InternetOfThings
resource	iot_device_gateway	#7AA116	Device Gateway	78	73	InternetOfThings
resource	iot_device_jobs_resource	#7AA116	Device Jobs	64	78	InternetOfThings
resource	iot_device_management_fleet	#7AA116	Device Management Fleet	78	78	InternetOfThings
resource	iot_device_tester	#7AA116	Device Tester	78	78	InternetOfThings
resource	iot_greengrass_artifact	#7AA116	Greengrass Artifact	69	78	InternetOfThings
resource	iot_greengrass_component	#7AA116	Greengrass Component	78	78	InternetOfThings
resource	iot_greengrass_component_machine_learning	#7AA116	Greengrass Component Machine Learning	78	78	InternetOfThings
resource	iot_greengrass_component_nucleus	#7AA116	Greengrass Component Nucleus	78	78	InternetOfThings
resource	iot_greengrass_component_private	#7AA116	Greengrass Component Private	78	78	InternetOfThings
resource	iot_greengrass_component_public	#7AA116	Greengrass Component Public	78	78	InternetOfThings
resource	iot_greengrass_interprocess_communication	#7AA116	Greengrass Interprocess Communication	78	78	InternetOfThings
resource	iot_greengrass_protocol	#7AA116	Greengrass Protocol	78	78	InternetOfThings
resource	iot_greengrass_recipe	#7AA116	Greengrass Recipe	55	78	InternetOfThings
resource	iot_greengrass_stream_manager	#7AA116	Greengrass Stream Manager	78	60	InternetOfThings
resource	iot_lorawan_protocol	#7AA116	LoRaWAN Protocol	78	78	InternetOfThings
resource	iot_over_the_air_update	#7AA116	Over-The-Air Update	78	63	InternetOfThings
resource	iot_sailboat	#7AA116	Sailboat	78	78	InternetOfThings
resource	iot_sitewise_asset	#7AA116	SiteWise Asset	77	78	InternetOfThings
resource	iot_sitewise_asset_hierarchy	#7AA116	SiteWise Asset Hierarchy	78	78	InternetOfThings
resource	iot_sitewise_asset_model	#7AA116	SiteWise Asset Model	78	78	InternetOfThings
resource	iot_sitewise_asset_properties	#7AA116	SiteWise Asset Properties	78	78	InternetOfThings
resource	iot_sitewise_data_streams	#7AA116	SiteWise Data Streams	78	78	InternetOfThings
resource	iot_thing_freertos_device	#7AA116	FreeRTOS Device	78	78	InternetOfThings
resource	iot_thing_humidity_sensor	#7AA116	Humidity Sensor	78	78	InternetOfThings
resource	iot_thing_industrial_pc	#7AA116	Industrial PC	78	78	InternetOfThings
resource	iot_thing_plc	#7AA116	PLC	78	78	InternetOfThings
resource	iot_thing_relay	#7AA116	Relay	78	78	InternetOfThings
resource	iot_thing_stacklight	#7AA116	Stacklight	78	78	InternetOfThings
resource	iot_thing_temperature_humidity_sensor	#7AA116	Temperature Humidity Sensor	78	78	InternetOfThings
resource	iot_thing_temperature_sensor	#7AA116	Temperature Sensor	78	78	InternetOfThings
resource	iot_thing_temperature_vibration_sensor	#7AA116	Temperature Vibration Sensor	78	78	InternetOfThings
resource	iot_thing_vibration_sensor	#7AA116	Vibration Sensor	78	78	InternetOfThings
resource	item	#C925D1	Item	78	78	Database
resource	items	#C925D1	Items	78	78	Database
resource	json_script	#232F3D	JSON Script	57	78	GeneralResources
resource	key_management_service_external_key_store	#DD344C	Key Management Service External Key Store	78	78	SecurityIdentityCompliance
resource	lambda_function	#ED7100	Lambda Function	48	48	Compute
resource	layers	#E7157B	Layers	78	78	ManagementGovernance
resource	license_manager_application_discovery	#E7157B	License Manager Application Discovery	78	78	ManagementGovernance
resource	license_manager_license_blending	#E7157B	License Manager License Blending	78	78	ManagementGovernance
resource	lightbulb	#7AA116	Lightbulb	78	78	InternetOfThings
resource	location_service_geofence	#DD344C	Location Service Geofence	48	48	FrontEndWebMobile
resource	location_service_map	#DD344C	Location Service Map	48	48	FrontEndWebMobile
resource	location_service_place	#DD344C	Location Service Place	37	48	FrontEndWebMobile
resource	location_service_routes	#DD344C	Location Service Routes	48	48	FrontEndWebMobile
resource	location_service_track	#DD344C	Location Service Track	48	48	FrontEndWebMobile
resource	logs	#232F3D	Logs	57	78	GeneralResources
resource	long_term_security_credential	#DD344C	Long Term Security Credential	78	69	SecurityIdentityCompliance
resource	m4_instance	#ED7100	M4 Instance	48	48	Compute
resource	m5_instance	#ED7100	M5 Instance	48	48	Compute
resource	m5a_instance	#ED7100	M5a Instance	48	48	Compute
resource	m5d_instance	#ED7100	M5d Instance	48	48	Compute
resource	m5dn_instance	#ED7100	M5dn Instance	48	48	Compute
resource	m5n_instance	#ED7100	M5n Instance	48	48	Compute
resource	m5zn_instance	#ED7100	M5zn Instance	48	48	Compute
resource	m6g_instance	#ED7100	M6g Instance	48	48	Compute
resource	m6gd_instance	#ED7100	M6gd Instance	48	48	Compute
resource	mac_instance	#ED7100	Mac Instance	48	48	Compute
resource	magnifying_glass_2	#232F3D	Magnifying Glass	78	78	GeneralResources
resource	mainframe_modernization_analyzer	#01A88D	Mainframe Modernization Analyzer	78	78	MigrationModernization
resource	mainframe_modernization_compiler	#01A88D	Mainframe Modernization Compiler	78	78	MigrationModernization
resource	mainframe_modernization_converter	#01A88D	Mainframe Modernization Converter	78	78	MigrationModernization
resource	mainframe_modernization_developer	#01A88D	Mainframe Modernization Developer	78	78	MigrationModernization
resource	mainframe_modernization_runtime	#01A88D	Mainframe Modernization Runtime	78	45	MigrationModernization
resource	maintenance_windows	#E7157B	Maintenance Windows	78	78	ManagementGovernance
resource	managed_ms_ad	#DD344C	Managed MS AD	78	77	SecurityIdentityCompliance
resource	management_console2	#232F3D	Management Console	78	69	GeneralResources
resource	marketplace	#232F3D	Marketplace	78	78	GeneralResources
resource	mediaconnect_gateway	#ED7100	MediaConnect Gateway	78	78	MediaServices
resource	medical_emergency	#7AA116	Medical Emergency	78	78	InternetOfThings
resource	mesh	#8C4FFF	Mesh	78	77	NetworkContentDelivery
resource	message	#E7157B	Message	67	78	ApplicationIntegration
resource	metrics	#232F3D	Metrics	78	71	GeneralResources
resource	mfa_token	#DD344C	MFA Token	78	78	SecurityIdentityCompliance
resource	migration_hub_refactor_spaces_applications	#01A88D	Migration Hub Refactor Spaces Applications	78	78	MigrationModernization
resource	migration_hub_refactor_spaces_environments	#01A88D	Migration Hub Refactor Spaces Environments	78	78	MigrationModernization
resource	migration_hub_refactor_spaces_services	#01A88D	Migration Hub Refactor Spaces Services	78	78	MigrationModernization
resource	mobile_client	#232F3D	Mobile Client	41	78	GeneralResources
resource	monitoring	#E7157B	Monitoring	78	58	ManagementGovernance
resource	mq_broker	#E7157B	MQ Broker	78	69	ApplicationIntegration
resource	mqtt_protocol	#7AA116	MQTT Protocol	78	78	InternetOfThings
resource	msk_amazon_msk_connect	#8C4FFF	MSK Connect	78	77	Analytics
resource	multimedia	#232F3D	Multimedia	78	73	GeneralResources
resource	multiple_volumes_resource	#7AA116	Multiple Volumes	78	60	Storage
resource	namespace	#8C4FFF	Namespace	78	78	NetworkContentDelivery
resource	nat_gateway	#8C4FFF	NAT Gateway	78	78	NetworkContentDelivery
resource	network_access_control_list	#8C4FFF	Network Access Control List	78	78	NetworkContentDelivery
resource	network_firewall_endpoints	#DD344C	Network Firewall Endpoints	78	78	SecurityIdentityCompliance
resource	network_load_balancer	#8C4FFF	Network Load Balancer	78	78	NetworkContentDelivery
resource	non_cached_volume	#7AA116	Non-Cached Volume	62	78	Storage
resource	notebook	#7AA116	Notebook	68	78	InternetOfThings
resource	object	#7AA116	Object	78	78	Storage
resource	office_building	#232F3D	Office Building	50	78	GeneralResources
resource	one_zone_ia	#7AA116	One Zone IA	75	78	Storage
resource	opensearch_dashboards	#8C4FFF	OpenSearch Service Dashboards	78	59	Analytics
resource	opensearch_ingestion	#8C4FFF	OpenSearch Service Ingestion	78	78	Analytics
resource	opensearch_observability	#8C4FFF	OpenSearch Service Observability	78	78	Analytics
resource	opensearch_service_cluster_administrator_node	#8C4FFF	OpenSearch Service Cluster Administrator Node	78	78	Analytics
resource	opensearch_service_data_node	#8C4FFF	OpenSearch Service Data Node	78	78	Analytics
resource	opensearch_service_index	#8C4FFF	OpenSearch Service Index	78	78	Analytics
resource	opensearch_service_traces	#8C4FFF	OpenSearch Service Traces	78	78	Analytics
resource	opensearch_service_ultrawarm_node	#8C4FFF	OpenSearch Service UltraWarm Node	78	78	Analytics
resource	opsworks_apps	#E7157B	Apps	78	78	ManagementGovernance
resource	opsworks_permissions	#E7157B	Permissions	54	78	ManagementGovernance
resource	optimized_instance	#ED7100	Optimized Instance	48	48	Compute
resource	organizations_account	#E7157B	Account	74	78	ManagementGovernance
resource	organizations_account2	#E7157B	Organizations Account	78	78	ManagementGovernance
resource	organizations_management_account	#E7157B	Organizations Management Account	74	78	ManagementGovernance
resource	organizations_management_account2	#E7157B	Organizations Management Account	78	78	ManagementGovernance
resource	organizations_organizational_unit	#DD344C	Organizations Organizational Unit	78	67	SecurityIdentityCompliance
resource	organizations_organizational_unit2	#E7157B	Organizational Unit	78	78	ManagementGovernance
resource	p2_instance	#ED7100	P2 Instance	48	48	Compute
resource	p3_instance	#ED7100	P3 Instance	48	48	Compute
resource	p3dn_instance	#ED7100	P3dn Instance	48	48	Compute
resource	p4_instance	#ED7100	P4 Instance	48	48	Compute
resource	p4d_instance	#ED7100	P4d Instance	48	48	Compute
resource	parameter_store	#E7157B	Parameter Store	75	78	ManagementGovernance
resource	patch_manager	#E7157B	Patch Manager	78	78	ManagementGovernance
resource	peering	#8C4FFF	Peering Connection	78	78	NetworkContentDelivery
resource	permissions	#DD344C	Permissions	62	78	SecurityIdentityCompliance
resource	pinpoint_journey	#DD344C	Pinpoint Journey	78	75	BusinessApplications
resource	police_emergency	#7AA116	Police Emergency	78	78	InternetOfThings
resource	policy	#7AA116	Policy	78	67	InternetOfThings
resource	programming_language	#232F3D	Programming Language	78	51	GeneralResources
resource	question	#232F3D	Question	41	78	GeneralResources
resource	queue	#E7157B	Queue	78	47	ApplicationIntegration
resource	quicksight_paginated_reports	#8C4FFF	Quicksight Paginated Reports	62	78	Analytics
resource	r4_instance	#ED7100	R4 Instance	48	48	Compute
resource	r5_instance	#ED7100	R5 Instance	48	48	Compute
resource	r5a_instance	#ED7100	R5a Instance	48	48	Compute
resource	r5ad_instance	#ED7100	R5ad Instance	48	48	Compute
resource	r5b_instance	#ED7100	R5b Instance	48	48	Compute
resource	r5d_instance	#ED7100	R5d Instance	48	48	Compute
resource	r5gd_instance	#ED7100	R5gd Instance	48	48	Compute
resource	r5n_instance	#ED7100	R5n Instance	48	48	Compute
resource	r6g_instance	#ED7100	R6g Instance	48	48	Compute
resource	rdn_instance	#ED7100	Rdn Instance	48	48	Compute
resource	rds_blue_green_deployments	#C925D1	RDS Blue Green Deployments	78	59	Database
resource	rds_instance	#C925D1	RDS Instance	78	78	Database
resource	rds_instance_alt	#C925D1	RDS Instance	78	78	Database
resource	rds_mariadb_instance	#C925D1	MariaDB Instance	78	78	Database
resource	rds_mariadb_instance_alt	#C925D1	MariaDB Instance	78	78	Database
resource	rds_multi_az	#C925D1	RDS Multi-AZ	78	58	Database
resource	rds_multi_az_db_cluster	#C925D1	RDS Multi-AZ DB Cluster	78	78	Database
resource	rds_mysql_instance	#C925D1	MySQL Instance	78	78	Database
resource	rds_mysql_instance_alt	#C925D1	MySQL Instance	78	78	Database
resource	rds_optimized_writes	#C925D1	RDS Optimized Writes	78	78	Database
resource	rds_oracle_instance	#C925D1	Oracle Instance	78	78	Database
resource	rds_oracle_instance_alt	#C925D1	Oracle Instance	78	78	Database
resource	rds_piops	#C925D1	PIOPS Instance	78	78	Database
resource	rds_postgresql_instance	#C925D1	Postgre SQL Instance	78	78	Database
resource	rds_postgresql_instance_alt	#C925D1	Postgre SQL Instance	78	78	Database
resource	rds_proxy	#C925D1	RDS Proxy Instance	78	78	Database
resource	rds_proxy_alt	#C925D1	RDS Proxy Instance	78	78	Database
resource	rds_sql_server_instance	#C925D1	SQL Server Instance	78	78	Database
resource	rds_sql_server_instance_alt	#C925D1	SQL Server Instance	78	78	Database
resource	rds_trusted_language_extensions_for_postgresql	#C925D1	Trusted Language Extensions for PostgreSQL	59	78	Database
resource	recover	#232F3D	Recover	78	78	GeneralResources
resource	redshift_auto_copy	#8C4FFF	Redshift Auto Copy	78	78	Analytics
resource	redshift_data_sharing_governance	#8C4FFF	Redshift Data Sharing Governance	78	78	Analytics
resource	redshift_ml	#8C4FFF	Redshift ML	78	78	Analytics
resource	redshift_query_editor_v20_light	#8C4FFF	Redshift Query Editor v2.0	78	78	Analytics
resource	redshift_ra3	#8C4FFF	Redshift RA3	78	78	Analytics
resource	redshift_streaming_ingestion	#8C4FFF	Redshift Streaming Ingestion	71	78	Analytics
resource	registry	#ED7100	Registry	48	48	Containers
resource	rekognition_image	#01A88D	Rekognition image	77	78	ArtificialIntelligence
resource	rekognition_video	#01A88D	Rekognition video	77	78	ArtificialIntelligence
resource	replication	#7AA116	Replication	76	78	Storage
resource	replication_time_control	#7AA116	Replication Time Control	76	78	Storage
resource	reported_state	#7AA116	Reported State	78	78	InternetOfThings
resource	rescue	#ED7100	Rescue	48	48	Compute
resource	resource	#8C4FFF	Resource	76	78	NetworkContentDelivery
resource	resources	#E7157B	Resources	68	78	ManagementGovernance
resource	role	#DD344C	Role	78	44	SecurityIdentityCompliance
resource	route_53_application_recovery_controller	#8C4FFF	Route 53 Application Recovery Controller	78	78	NetworkContentDelivery
resource	route_53_readiness_checks	#8C4FFF	Route 53 Readiness Checks	78	78	NetworkContentDelivery
resource	route_53_resolver	#8C4FFF	Route 53 Resolver	78	78	NetworkContentDelivery
resource	route_53_resolver_dns_firewall	#8C4FFF	Route 53 Resolver DNS Firewall	78	78	NetworkContentDelivery
resource	route_53_resolver_query_logging	#8C4FFF	Route 53 Resolver Query Logging	78	78	NetworkContentDelivery
resource	route_53_routing_controls	#8C4FFF	Route 53 Routing Controls	78	78	NetworkContentDelivery
resource	route_table	#8C4FFF	Route Table	78	76	NetworkContentDelivery
resource	router	#8C4FFF	Router	78	78	NetworkContentDelivery
resource	rule	#7AA116	Rule	46	78	InternetOfThings
resource	rule_2	#E7157B	Rule	78	76	ManagementGovernance
resource	rule_3	#E7157B	Rule	78	68	ApplicationIntegration
resource	run_command	#E7157B	Run Command	78	55	ManagementGovernance
resource	s3_batch_operations	#7AA116	S3 Batch Operations	78	78	Storage
resource	s3_express_one_zone	#7AA116	S3 Express One-Zone	78	78	Storage
resource	s3_file_gateway	#7AA116	S3 File Gateway	78	78	Storage
resource	s3_multi_region_access_points	#7AA116	S3 Multi-Region Access Points	76	78	Storage
resource	s3_object_lambda	#7AA116	S3 Object Lambda	53	78	Storage
resource	s3_object_lambda_access_points	#7AA116	S3 Object Lambda Access Points	78	78	Storage
resource	s3_object_lock	#7AA116	S3 Object Lock	71	78	Storage
resource	s3_on_outposts	#7AA116	S3 On Outposts	78	78	Storage
resource	s3_select	#7AA116	S3 Select	78	78	Storage
resource	s3_storage_lens	#7AA116	S3 Storage Lens	78	78	Storage
resource	s3_tables	#7AA116	S3 Tables	78	78	Storage
resource	s3_vectors	#7AA116	S3 Vectors	78	78	Storage
resource	sagemaker_canvas	#01A88D	SageMaker Canvas	78	78	ArtificialIntelligence
resource	sagemaker_geospatial_ml	#01A88D	SageMaker Geospatial ML	78	78	ArtificialIntelligence
resource	sagemaker_model	#01A88D	Model	78	78	ArtificialIntelligence
resource	sagemaker_notebook	#01A88D	Notebook	68	78	ArtificialIntelligence
resource	sagemaker_shadow_testing	#01A88D	Shadow Testing	78	78	ArtificialIntelligence
resource	sagemaker_train	#01A88D	Train	78	65	ArtificialIntelligence
resource	saml_token	#232F3D	SAML Token	78	78	GeneralResources
resource	search_documents	#8C4FFF	CloudSearch Search Documents	68	78	Analytics
resource	sensor	#7AA116	Sensor	70	78	InternetOfThings
resource	servers	#232F3D	Servers	78	78	GeneralResources
resource	service	#8C4FFF	Service	78	76	NetworkContentDelivery
resource	servo	#7AA116	Servo	78	56	InternetOfThings
resource	shadow	#7AA116	Shadow	78	77	InternetOfThings
resource	shield2	#232F3D	Shield	78	78	GeneralResources
resource	shield_shield_advanced	#E7157B	Shield Advanced	70	78	ManagementGovernance
resource	simple_ad	#DD344C	Simple AD	78	77	SecurityIdentityCompliance
resource	simple_storage_service_directory_bucket	#7AA116	S3 Directory Bucket	75	78	Storage
resource	simple_storage_service_s3_glacier_instant_retrieval	#7AA116	Glacier Instant Retrieval	78	78	Storage
resource	simulation	#DD344C	Simulation	78	64	Robotics
resource	simulator	#7AA116	Simulator	71	78	InternetOfThings
resource	snapshot	#7AA116	Snapshot	56	78	Storage
resource	source_code	#232F3D	Source Code	57	78	GeneralResources
resource	spot_instance	#ED7100	Spot Instance	48	48	Compute
resource	ssl_padlock	#232F3D	SSL Padlock	78	76	GeneralResources
resource	stack	#E7157B	Stack	78	76	ManagementGovernance
resource	stack2	#E7157B	Stack	78	78	ManagementGovernance
resource	standard_ia	#7AA116	Standard IA	75	78	Storage
resource	state_manager	#E7157B	State Manager	78	78	ManagementGovernance
resource	streaming_distribution	#8C4FFF	Streaming Distribution	78	78	NetworkContentDelivery
resource	sts	#DD344C	STS	78	50	SecurityIdentityCompliance
resource	sts_alternate	#DD344C	STS	62	78	SecurityIdentityCompliance
resource	systems_manager_application_manager	#E7157B	Application Manager	78	74	ManagementGovernance
resource	systems_manager_change_calendar	#E7157B	Change Calendar	78	72	ManagementGovernance
resource	systems_manager_change_manager	#E7157B	Change Manager	78	72	ManagementGovernance
resource	systems_manager_compliance	#E7157B	Compliance	67	78	ManagementGovernance
resource	systems_manager_distributor	#E7157B	Distributor	78	78	ManagementGovernance
resource	systems_manager_incident_manager	#E7157B	Incident Manager	78	78	ManagementGovernance
resource	systems_manager_opscenter	#E7157B	OpsCenter	78	78	ManagementGovernance
resource	systems_manager_session_manager	#E7157B	Session Manager	78	78	ManagementGovernance
resource	t2_instance	#ED7100	T2 Instance	48	48	Compute
resource	t3_instance	#ED7100	T3 Instance	48	48	Compute
resource	t3a_instance	#ED7100	T3a Instance	48	48	Compute
resource	t4g_instance	#ED7100	T4g Instance	48	48	Compute
resource	table	#C925D1	Table	78	78	Database
resource	tape_gateway	#7AA116	Tape Gateway	74	78	Storage
resource	tape_storage	#232F3D	Tape Storage	78	38	GeneralResources
resource	template	#E7157B	Template	65	78	ManagementGovernance
resource	temporary_security_credential	#DD344C	Temporary Security Credential	77	78	SecurityIdentityCompliance
resource	textract_analyze_lending	#01A88D	Textract Analyze Lending	78	78	ArtificialIntelligence
resource	thermostat	#7AA116	Thermostat	78	78	InternetOfThings
resource	topic	#E7157B	Topic	78	67	ApplicationIntegration
resource	topic_2	#7AA116	Topic	53	78	InternetOfThings
resource	traditional_server	#232F3D	Traditional Server	45	78	GeneralResources
resource	trainium_instance	#ED7100	Trainium Instance	48	48	Compute
resource	transfer_family_aws_as2	#01A88D	AS2	76	78	MigrationModernization
resource	transfer_for_ftp_resource	#01A88D	FTP	76	78	MigrationModernization
resource	transfer_for_ftps_resource	#01A88D	FTPS	76	78	MigrationModernization
resource	transfer_for_sftp_resource	#01A88D	SFTP	76	78	MigrationModernization
resource	transit_gateway_attachment	#8C4FFF	Transit Gateway Attachment	78	78	NetworkContentDelivery
resource	travel	#7AA116	Travel	78	78	InternetOfThings
resource	user	#232F3D	User	78	78	GeneralResources
resource	users	#232F3D	Users	78	78	GeneralResources
resource	utility	#7AA116	Utility	78	78	InternetOfThings
resource	vault	#7AA116	Archive	62	78	Storage
resource	virtual_gateway	#8C4FFF	Virtual Gateway	78	78	NetworkContentDelivery
resource	virtual_node	#8C4FFF	Virtual Node	78	78	NetworkContentDelivery
resource	virtual_router	#8C4FFF	Virtual Router	78	78	NetworkContentDelivery
resource	virtual_service	#8C4FFF	Virtual Service	78	74	NetworkContentDelivery
resource	virtual_tape_library	#7AA116	Virtual Tape Library	62	78	Storage
resource	volume	#7AA116	Volume	62	78	Storage
resource	volume_gateway	#7AA116	Volume Gateway	65	78	Storage
resource	vpc_access_points	#7AA116	VPC Access Points	53	78	Storage
resource	vpc_carrier_gateway	#8C4FFF	VPC Carrier Gateway	78	78	NetworkContentDelivery
resource	vpc_network_access_analyzer	#8C4FFF	VPC Network Access Analyzer	77	78	NetworkContentDelivery
resource	vpc_reachability_analyzer	#8C4FFF	VPC Reachability Analyzer	78	78	NetworkContentDelivery
resource	vpc_traffic_mirroring	#8C4FFF	Traffic Mirroring	78	78	NetworkContentDelivery
resource	vpc_virtual_private_cloud_vpc	#8C4FFF	VPC	78	76	NetworkContentDelivery
resource	vpn_connection	#8C4FFF	VPN Connection	70	78	NetworkContentDelivery
resource	vpn_gateway	#8C4FFF	VPN Gateway	78	78	NetworkContentDelivery
resource	waf_bad_bot	#DD344C	WAF Bad Bot	78	71	SecurityIdentityCompliance
resource	waf_bot	#DD344C	WAF Bot	78	78	SecurityIdentityCompliance
resource	waf_bot_control	#DD344C	WAF Bot Control	78	78	SecurityIdentityCompliance
resource	waf_labels	#DD344C	WAF Labels	78	78	SecurityIdentityCompliance
resource	waf_managed_rule	#DD344C	WAF Managed Rule	78	78	SecurityIdentityCompliance
resource	waf_rule	#DD344C	WAF Rule	78	78	SecurityIdentityCompliance
resource	windfarm	#7AA116	Windfarm	78	78	InternetOfThings
resource	workspaces_family_amazon_workspaces	#01A88D	WorkSpaces Family Amazon Workspaces	78	73	EndUserComputing
resource	workspaces_family_amazon_workspaces_core	#01A88D	WorkSpaces Family Amazon Workspaces Core	77	78	EndUserComputing
resource	workspaces_workspaces_web	#01A88D	WorkSpaces Secure Browser	78	74	EndUserComputing
resource	x1_instance2	#ED7100	X1 Instance	48	48	Compute
resource	x1e_instance	#ED7100	X1e Instance	48	48	Compute
resource	z1d_instance	#ED7100	z1d Instance	48	48	Compute
